2022-10-28 14:00:18,598 ERROR 8464 8356 spaceship.py _get_sprite():40 error loading sprite Player1
Traceback (most recent call last):
  File "E:\Scuola\3.2\Progetti\Spacewar\5_Spacewar\spaceship.py", line 37, in _get_sprite
    loaded_sprite = load(path)
FileNotFoundError: No such file or directory: '/sprites/Player1.png'.
2022-10-28 14:06:29,143 INFO 8380 7644 swc.py _show_game():123 loading ship 0
2022-10-28 14:06:29,144 INFO 8380 7644 swc.py _show_game():123 loading ship 1
2022-10-28 14:06:29,146 INFO 8380 7644 swc.py _show_game():123 loading ship 0
2022-10-28 14:06:29,147 INFO 8380 7644 swc.py _show_game():123 loading ship 1
2022-10-28 14:06:29,164 INFO 8380 7644 swc.py _show_game():123 loading ship 0
2022-10-28 14:06:29,167 INFO 8380 7644 swc.py _show_game():123 loading ship 1
2022-10-28 14:06:29,182 INFO 8380 7644 swc.py _show_game():123 loading ship 0
2022-10-28 14:06:29,184 INFO 8380 7644 swc.py _show_game():123 loading ship 1
2022-10-28 14:06:29,199 INFO 8380 7644 swc.py _show_game():123 loading ship 0
2022-10-28 14:06:29,201 INFO 8380 7644 swc.py _show_game():123 loading ship 1
2022-10-28 14:06:29,215 INFO 8380 7644 swc.py _show_game():123 loading ship 0
2022-10-28 14:06:29,217 INFO 8380 7644 swc.py _show_game():123 loading ship 1
2022-10-28 14:06:29,232 INFO 8380 7644 swc.py _show_game():123 loading ship 0
2022-10-28 14:06:29,233 INFO 8380 7644 swc.py _show_game():123 loading ship 1
2022-10-28 14:06:29,248 INFO 8380 7644 swc.py _show_game():123 loading ship 0
2022-10-28 14:06:29,250 INFO 8380 7644 swc.py _show_game():123 loading ship 1
2022-10-28 14:06:29,263 INFO 8380 7644 swc.py _show_game():123 loading ship 0
2022-10-28 14:06:29,265 INFO 8380 7644 swc.py _show_game():123 loading ship 1
2022-10-28 14:06:29,280 INFO 8380 7644 swc.py _show_game():123 loading ship 0
2022-10-28 14:06:29,282 INFO 8380 7644 swc.py _show_game():123 loading ship 1
2022-10-28 14:06:29,296 INFO 8380 7644 swc.py _show_game():123 loading ship 0
2022-10-28 14:06:29,298 INFO 8380 7644 swc.py _show_game():123 loading ship 1
2022-10-28 14:06:29,313 INFO 8380 7644 swc.py _show_game():123 loading ship 0
2022-10-28 14:06:29,315 INFO 8380 7644 swc.py _show_game():123 loading ship 1
2022-10-28 14:06:29,330 INFO 8380 7644 swc.py _show_game():123 loading ship 0
2022-10-28 14:06:29,331 INFO 8380 7644 swc.py _show_game():123 loading ship 1
2022-10-28 14:06:29,346 INFO 8380 7644 swc.py _show_game():123 loading ship 0
2022-10-28 14:06:29,348 INFO 8380 7644 swc.py _show_game():123 loading ship 1
